Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
25799,2018-02-06,Tatuapé,-23.5402,-46.5765,69257,86,86,3,41,17,33,17,30,NORMAL,5796
25806,2019-01-18,Tatuapé,-23.5402,-46.5765,67404,64,64,23,28,43,36,16,9,NORMAL,6138
25811,2019-12-23,Tatuapé,-23.5402,-46.5765,69062,69,69,23,17,21,6,4,22,REABASTECER,6473
25821,2019-04-21,Tatuapé,-23.5402,-46.5765,70565,74,74,61,43,6,41,14,43,REABASTECER,6231
25833,2018-04-22,República,-23.5436,-46.6434,109906,55,55,34,6,25,37,39,38,REABASTECER,6592
25834,2018-08-23,Tatuapé,-23.5402,-46.5765,67569,68,68,55,22,36,25,43,43,NORMAL,5993
25841,2018-10-03,Tatuapé,-23.5402,-46.5765,69230,40,40,32,22,39,12,43,17,NORMAL,6033
25849,2018-08-08,República,-23.5436,-46.6434,110318,22,22,29,28,32,13,9,40,NORMAL,6698
25856,2019-11-20,Tatuapé,-23.5402,-46.5765,68548,39,39,52,43,28,27,10,16,NORMAL,6440
25857,2019-11-30,Tatuapé,-23.5402,-46.5765,68179,32,32,43,8,28,43,9,22,NORMAL,6450
25868,2018-11-08,República,-23.5436,-46.6434,109380,28,28,52,7,25,41,11,11,NORMAL,6788
25881,2019-03-16,República,-23.5436,-46.6434,108884,75,75,30,33,7,41,4,14,REABASTECER,6916
25896,2018-08-05,República,-23.5436,-46.6434,109888,45,45,50,33,43,23,22,7,NORMAL,6695
25900,2019-06-10,República,-23.5436,-46.6434,108690,8,8,31,19,21,27,39,28,REABASTECER,7000
25904,2019-07-01,República,-23.5436,-46.6434,109773,60,60,8,34,26,40,43,26,REABASTECER,7021
25912,2019-11-22,Tatuapé,-23.5402,-46.5765,69135,22,22,40,37,17,25,43,7,NORMAL,6442
25979,2019-08-11,República,-23.5436,-46.6434,109839,86,86,5,24,22,43,6,25,REABASTECER,7061
25993,2019-11-05,República,-23.5436,-46.6434,109192,57,57,32,17,36,13,25,25,NORMAL,7145
26007,2019-12-26,República,-23.5436,-46.6434,107472,13,13,50,40,16,36,38,30,REABASTECER,7196
26011,2019-01-21,República,-23.5436,-46.6434,107253,86,86,17,31,27,43,10,12,NORMAL,6861
26014,2018-01-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90312,34,34,29,40,31,43,31,27,NORMAL,7215
26048,2018-07-15,Higienópolis-Mackenzie,-23.5488,-46.6519,92673,44,44,43,3,25,35,29,22,NORMAL,7395
26064,2019-09-14,Higienópolis-Mackenzie,-23.5488,-46.6519,93437,57,57,4,7,26,43,9,43,REABASTECER,7814
26112,2019-06-16,Higienópolis-Mackenzie,-23.5488,-46.6519,93099,74,74,60,31,35,38,38,26,NORMAL,7726
26115,2018-07-09,Higienópolis-Mackenzie,-23.5488,-46.6519,89941,23,23,12,25,9,8,10,7,NORMAL,7389
26116,2018-05-06,Faria Lima,-23.5675,-46.6929,53422,79,79,47,14,18,14,9,11,NORMAL,8046
26117,2018-05-10,Faria Lima,-23.5675,-46.6929,52805,46,46,16,43,4,43,35,37,REABASTECER,8050
26119,2019-07-21,Higienópolis-Mackenzie,-23.5488,-46.6519,90891,86,86,55,36,26,31,16,24,NORMAL,7761
26130,2018-09-25,Higienópolis-Mackenzie,-23.5488,-46.6519,93050,38,38,15,19,10,17,9,43,NORMAL,7465
26144,2018-11-19,Higienópolis-Mackenzie,-23.5488,-46.6519,92858,29,29,30,32,43,30,3,12,NORMAL,7519
26150,2019-12-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90249,59,59,30,30,11,33,38,9,NORMAL,7905
26155,2019-12-28,Higienópolis-Mackenzie,-23.5488,-46.6519,92777,24,24,9,36,9,34,26,43,REABASTECER,7918
26165,2018-02-12,Faria Lima,-23.5675,-46.6929,53646,51,51,42,19,34,6,43,15,REABASTECER,7962
26169,2019-01-02,Faria Lima,-23.5675,-46.6929,52638,67,67,32,18,22,30,36,26,REABASTECER,8282
26173,2019-01-06,Faria Lima,-23.5675,-46.6929,52787,26,26,5,43,9,15,26,6,REABASTECER,8286
26196,2018-06-10,Faria Lima,-23.5675,-46.6929,51205,18,18,56,21,23,27,6,11,REABASTECER,8080
26204,2019-06-11,Faria Lima,-23.5675,-46.6929,53042,17,17,9,34,36,23,27,40,REABASTECER,8441
26217,2018-10-17,Faria Lima,-23.5675,-46.6929,54506,86,86,32,28,24,38,40,8,NORMAL,8207
26218,2018-10-26,Faria Lima,-23.5675,-46.6929,51934,6,6,28,3,32,14,3,19,REABASTECER,8216
26222,2019-09-06,Faria Lima,-23.5675,-46.6929,53487,66,66,11,42,23,37,1,33,REABASTECER,8526
26241,2019-11-19,Faria Lima,-23.5675,-46.6929,54006,79,79,54,16,30,22,6,32,NORMAL,8599
26245,2018-01-23,Faria Lima,-23.5675,-46.6929,52306,49,49,42,29,27,22,43,4,REABASTECER,7943
26246,2019-12-07,Faria Lima,-23.5675,-46.6929,52574,86,86,44,43,38,8,16,11,NORMAL,8617
26248,2018-02-02,Faria Lima,-23.5675,-46.6929,52266,56,56,40,4,31,43,43,15,REABASTECER,7952
26255,,Faria Lima,-23.5675,-46.6929,53087,30,30,54,31,7,35,14,34,NORMAL,7980
26264,2018-02-25,Pinheiros,-23.5664,-46.703,78311,57,57,25,8,43,13,30,15,NORMAL,8695
26268,2019-05-28,Faria Lima,-23.5675,-46.6929,51240,66,66,40,36,35,16,33,43,NORMAL,8428
26272,2018-04-18,Pinheiros,-23.5664,-46.703,78333,66,66,40,26,43,32,27,19,NORMAL,8748
26297,2018-10-08,Pinheiros,-23.5664,-46.703,77151,33,33,36,37,24,24,22,32,NORMAL,8918
26310,2018-12-29,Faria Lima,-23.5675,-46.6929,52596,8,8,53,23,33,42,5,37,REABASTECER,8279
26320,2019-02-05,Pinheiros,-23.5664,-46.703,78800,86,86,65,43,26,43,13,12,NORMAL,9035
26331,2018-06-07,Pinheiros,-23.5664,-46.703,76472,26,26,40,14,8,21,13,38,NORMAL,8797
26338,2019-06-17,Faria Lima,-23.5675,-46.6929,54798,39,39,21,25,12,4,43,16,NORMAL,8447
26351,2018-08-29,Pinheiros,-23.5664,-46.703,78026,86,86,27,36,37,33,39,7,NORMAL,8879
26354,2018-09-26,Pinheiros,-23.5664,-46.703,78632,74,74,57,34,19,23,21,25,REABASTECER,8906
26379,2018-01-12,Pinheiros,-23.5664,-46.703,78082,64,64,44,10,3,18,33,8,NORMAL,8652
26432,2018-08-06,Pinheiros,-23.5664,-46.703,78548,39,39,56,20,43,17,36,16,REABASTECER,8856
26433,2018-08-13,Butantã,-23.5844,-46.7252,65752,21,21,12,39,21,10,27,1,REABASTECER,9583
26458,2018-03-21,Butantã,-23.5844,-46.7252,64457,79,79,35,25,33,23,15,17,NORMAL,9441
26470,2019-04-26,Butantã,-23.5844,-46.7252,64490,12,12,65,6,24,26,9,43,REABASTECER,9836
26473,2019-05-23,Butantã,-23.5844,-46.7252,67205,12,12,52,15,11,7,24,11,NORMAL,9863
26481,2019-06-23,Butantã,-23.5844,-46.7252,67585,68,68,46,9,14,40,43,15,NORMAL,9893
26493,2019-09-05,Butantã,-23.5844,-46.7252,66248,55,55,58,13,11,22,7,31,NORMAL,9965
26500,2019-10-29,Butantã,-23.5844,-46.7252,66968,49,49,17,42,35,2,5,33,REABASTECER,10019
26509,2019-12-19,Butantã,-23.5844,-46.7252,67585,86,86,10,19,14,32,7,21,NORMAL,10069
26524,2019-04-14,Butantã,-23.5844,-46.7252,64197,33,33,12,40,26,14,20,40,NORMAL,9824
26531,2018-03-28,Fradique Coutinho,-23.5661,-46.6841,35005,11,11,53,10,30,43,34,40,REABASTECER,10168
26540,2018-05-11,Fradique Coutinho,-23.5661,-46.6841,34689,16,16,65,43,19,15,26,36,NORMAL,10211
26546,2019-08-05,Butantã,-23.5844,-46.7252,66442,86,86,65,43,7,36,43,24,NORMAL,9935
26551,2018-07-17,Fradique Coutinho,-23.5661,-46.6841,34315,75,75,17,24,22,5,40,16,NORMAL,10277
26552,2018-07-22,Fradique Coutinho,-23.5661,-46.6841,35507,25,25,52,6,43,33,19,36,NORMAL,10282
26559,2019-09-23,Butantã,-23.5844,-46.7252,64658,43,43,4,20,10,37,27,43,NORMAL,9983
26566,2019-11-21,Butantã,-23.5844,-46.7252,66667,5,5,56,29,36,16,39,14,REABASTECER,10041
26573,2018-11-06,Fradique Coutinho,-23.5661,-46.6841,35343,71,71,60,33,5,43,30,30,REABASTECER,10386
26576,2018-11-03,Butantã,-23.5844,-46.7252,66318,20,20,4,39,7,24,5,13,REABASTECER,9663
26582,2018-12-02,Fradique Coutinho,-23.5661,-46.6841,34434,64,64,56,28,27,5,7,7,REABASTECER,10412
26588,2019-01-03,Fradique Coutinho,-23.5661,-46.6841,34356,12,12,44,35,43,25,15,4,REABASTECER,10443
26592,2019-01-13,Fradique Coutinho,-23.5661,-46.6841,35940,76,76,30,5,7,33,18,8,REABASTECER,10453
26597,2019-01-25,Fradique Coutinho,-23.5661,-46.6841,36390,33,33,17,2,5,43,15,37,REABASTECER,10465
26602,2018-03-19,Fradique Coutinho,-23.5661,-46.6841,36946,18,18,45,35,26,34,24,41,NORMAL,10159
26620,2019-05-26,Fradique Coutinho,-23.5661,-46.6841,34772,41,41,61,23,35,7,37,9,NORMAL,10586
26626,2019-07-09,Fradique Coutinho,-23.5661,-46.6841,33068,53,53,42,31,35,25,35,14,NORMAL,10629
26632,2019-07-23,Fradique Coutinho,-23.5661,-46.6841,36731,86,86,10,28,23,23,27,8,NORMAL,10643
26637,2018-09-20,Fradique Coutinho,-23.5661,-46.6841,36976,74,74,47,42,21,19,34,28,NORMAL,10340
26645,2019-08-25,Butantã,-23.5844,-46.7252,64638,66,66,65,39,13,2,43,28,REABASTECER,9955
26664,2019-11-30,Butantã,-23.5844,-46.7252,64405,8,8,65,37,43,32,43,18,REABASTECER,10050
26666,2018-01-12,Luz,-23.5365,-46.6332,125600,66,66,52,17,35,15,41,37,NORMAL,10812
26671,2019-03-21,Fradique Coutinho,-23.5661,-46.6841,33536,66,66,12,38,40,18,34,41,NORMAL,10521
26679,2019-04-28,Fradique Coutinho,-23.5661,-46.6841,33103,56,56,54,32,20,34,20,23,NORMAL,10558
26681,2018-03-29,Luz,-23.5365,-46.6332,124756,65,65,46,37,4,16,27,36,REABASTECER,10889
26684,2018-03-09,Fradique Coutinho,-23.5661,-46.6841,34331,27,27,44,33,26,24,20,43,NORMAL,10149
26688,2018-04-21,Luz,-23.5365,-46.6332,127738,11,11,29,7,43,39,25,34,REABASTECER,10911
26693,2018-06-03,Luz,-23.5365,-46.6332,126468,41,41,56,9,23,6,38,28,NORMAL,10953
26709,2019-09-26,Fradique Coutinho,-23.5661,-46.6841,34222,86,86,49,19,31,43,41,33,NORMAL,10706
26716,2019-11-15,Fradique Coutinho,-23.5661,-46.6841,34372,26,26,27,41,24,16,22,16,NORMAL,10755
26717,2018-09-05,Fradique Coutinho,-23.5661,-46.6841,33750,53,53,19,39,37,13,13,39,NORMAL,10325
26721,2018-09-30,Fradique Coutinho,-23.5661,-46.6841,33136,68,68,48,4,21,29,41,32,REABASTECER,10350
26736,,Luz,-23.5365,-46.6332,126479,30,30,50,7,6,29,26,19,NORMAL,10859
26747,2019-03-04,Luz,-23.5365,-46.6332,124910,43,43,24,32,33,14,23,21,NORMAL,11224
26763,2019-06-27,Luz,-23.5365,-46.6332,123938,86,86,60,43,10,21,35,19,NORMAL,11337
26765,2019-05-21,Fradique Coutinho,-23.5661,-46.6841,34440,86,86,27,5,16,17,13,26,REABASTECER,10581
26772,2019-06-28,Fradique Coutinho,-23.5661,-46.6841,33784,73,73,46,16,36,4,31,13,REABASTECER,10618
26782,2018-11-01,Luz,-23.5365,-46.6332,127013,48,48,35,20,30,13,15,18,REABASTECER,11101
26794,2018-12-07,Luz,-23.5365,-46.6332,124369,31,31,43,29,22,30,3,29,NORMAL,11137
26798,2019-12-08,Luz,-23.5365,-46.6332,125084,86,86,65,25,28,30,4,26,NORMAL,11498
26805,2019-03-11,Luz,-23.5365,-46.6332,123961,65,65,37,14,41,31,38,30,NORMAL,11231
26811,2018-03-06,Ana Rosa,-23.5813,-46.6383,64073,77,77,9,21,26,32,32,8,NORMAL,11586
26812,2018-01-14,Luz,-23.5365,-46.6332,124451,43,43,39,13,27,9,34,28,NORMAL,10814
26813,2018-01-15,Luz,-23.5365,-46.6332,127855,32,32,29,8,23,8,28,23,NORMAL,10815
26814,2019-04-30,Luz,-23.5365,-46.6332,124517,22,22,47,43,21,43,8,43,NORMAL,11280
26829,2018-04-28,Luz,-23.5365,-46.6332,126837,26,26,43,30,17,14,37,5,NORMAL,10918
26869,2018-05-07,Ana Rosa,-23.5813,-46.6383,67034,73,73,57,9,12,24,10,26,NORMAL,11647
26883,2018-07-16,Ana Rosa,-23.5813,-46.6383,65318,86,86,22,30,43,27,29,5,REABASTECER,11716
26884,2019-04-19,Luz,-23.5365,-46.6332,126223,54,54,44,36,22,31,8,4,NORMAL,11269
26897,2019-06-18,Luz,-23.5365,-46.6332,124355,86,86,53,25,43,13,28,17,NORMAL,11328
26941,2018-03-25,São Joaquim,-23.5618,-46.6389,34069,50,50,58,11,10,27,43,20,REABASTECER,12325
26945,2019-05-27,Ana Rosa,-23.5813,-46.6383,63914,50,50,47,36,18,39,39,37,NORMAL,12027
26953,2018-03-19,Ana Rosa,-23.5813,-46.6383,67143,30,30,44,31,9,43,22,37,NORMAL,11599
26955,2018-04-01,Ana Rosa,-23.5813,-46.6383,67328,76,76,36,36,43,4,19,34,REABASTECER,11611
26957,2019-08-01,Ana Rosa,-23.5813,-46.6383,64893,29,29,55,5,14,13,39,31,REABASTECER,12091
26958,2018-04-28,Ana Rosa,-23.5813,-46.6383,64636,74,74,60,40,13,13,3,13,REABASTECER,11638
26963,2018-08-16,São Joaquim,-23.5618,-46.6389,36461,24,24,44,12,15,13,25,24,NORMAL,12466
26976,2018-08-17,Ana Rosa,-23.5813,-46.6383,65118,46,46,33,28,43,29,22,12,NORMAL,11747
26977,2019-12-14,Ana Rosa,-23.5813,-46.6383,65634,86,86,65,31,39,39,15,28,NORMAL,12224
26987,2019-01-04,São Joaquim,-23.5618,-46.6389,34753,17,17,26,21,34,14,19,32,NORMAL,12604
26990,2019-01-24,São Joaquim,-23.5618,-46.6389,35915,79,79,24,39,37,1,25,11,NORMAL,12624
26994,2018-11-26,Ana Rosa,-23.5813,-46.6383,64232,66,66,32,17,21,4,38,43,NORMAL,11846
26996,2018-03-22,São Joaquim,-23.5618,-46.6389,32724,86,86,13,17,22,40,14,32,NORMAL,12322
27002,2018-12-30,Ana Rosa,-23.5813,-46.6383,64866,86,86,65,3,31,23,35,36,REABASTECER,11880
27004,2019-01-10,Ana Rosa,-23.5813,-46.6383,65003,65,65,12,17,36,19,41,33,NORMAL,11890
27023,2018-09-10,São Joaquim,-23.5618,-46.6389,33444,56,56,10,7,43,32,16,16,NORMAL,12490
27028,2019-08-26,São Joaquim,-23.5618,-46.6389,32867,7,7,65,33,8,7,27,43,NORMAL,12836
27043,2019-12-02,São Joaquim,-23.5618,-46.6389,34110,56,56,19,26,43,15,10,19,NORMAL,12932
27046,2019-09-15,Ana Rosa,-23.5813,-46.6383,64360,52,52,5,4,13,17,3,19,REABASTECER,12135
27066,2018-04-01,São Judas,-23.6255,-46.6411,16348,75,75,60,17,22,18,43,43,NORMAL,13051
27082,2018-08-20,São Judas,-23.6255,-46.6411,16636,7,7,59,17,30,38,25,5,NORMAL,13190
27085,2019-09-26,São Joaquim,-23.5618,-46.6389,34722,74,74,46,17,37,9,29,43,NORMAL,12866
27087,2018-09-10,São Judas,-23.6255,-46.6411,16182,86,86,56,41,43,5,34,43,REABASTECER,13210
27097,2018-06-27,São Joaquim,-23.5618,-46.6389,35468,86,86,48,34,30,16,43,21,NORMAL,12417
27098,2018-07-07,São Joaquim,-23.5618,-46.6389,34379,79,79,45,37,32,22,43,21,NORMAL,12427
27101,2019-12-01,São Joaquim,-23.5618,-46.6389,33116,68,68,26,32,6,19,13,25,NORMAL,12931
27102,2018-07-22,São Joaquim,-23.5618,-46.6389,34776,30,30,14,35,17,20,30,16,NORMAL,12442
27103,2018-11-18,São Judas,-23.6255,-46.6411,17295,38,38,49,31,26,14,25,29,NORMAL,13278
27104,2019-12-14,São Joaquim,-23.5618,-46.6389,34606,23,23,6,39,43,19,39,12,REABASTECER,12944
27109,2018-08-24,São Joaquim,-23.5618,-46.6389,35427,41,41,51,25,29,30,43,37,NORMAL,12474
27110,2018-01-12,São Judas,-23.6255,-46.6411,17547,86,86,60,14,43,43,38,37,REABASTECER,12972
27125,2018-11-11,São Joaquim,-23.5618,-46.6389,35735,36,36,44,43,38,13,28,34,NORMAL,12551
27130,2018-04-11,São Judas,-23.6255,-46.6411,15458,73,73,45,33,26,30,43,5,NORMAL,13061
27137,2019-05-28,São Judas,-23.6255,-46.6411,15218,10,10,12,40,2,10,17,39,NORMAL,13468
27140,2019-02-25,São Joaquim,-23.5618,-46.6389,33154,41,41,57,30,38,33,3,20,NORMAL,12655
27150,2019-08-09,São Judas,-23.6255,-46.6411,14915,6,6,58,21,5,43,5,3,NORMAL,13539
27155,2019-09-16,São Judas,-23.6255,-46.6411,17074,60,60,51,3,26,43,26,27,REABASTECER,13576
27163,2019-06-09,São Joaquim,-23.5618,-46.6389,35768,65,65,47,18,7,27,40,35,NORMAL,12759
27171,2018-01-10,Vila Mariana,-23.5895,-46.6346,24015,86,86,65,30,11,17,10,6,NORMAL,13690
27177,2018-02-10,Vila Mariana,-23.5895,-46.6346,22261,54,54,61,13,24,21,23,7,NORMAL,13720
27180,2019-03-07,São Judas,-23.6255,-46.6411,16943,32,32,27,43,13,29,38,21,NORMAL,13387
27193,2019-05-24,São Judas,-23.6255,-46.6411,16817,47,47,30,11,20,25,33,17,NORMAL,13464
27195,2019-06-02,São Judas,-23.6255,-46.6411,17463,55,55,48,26,29,42,1,19,NORMAL,13472
27198,2019-06-17,São Judas,-23.6255,-46.6411,14639,74,74,12,26,3,40,35,39,NORMAL,13487
27202,2019-06-29,São Judas,-23.6255,-46.6411,16792,57,57,54,22,40,3,33,29,NORMAL,13499
27223,2018-06-04,São Judas,-23.6255,-46.6411,13691,86,86,65,43,32,15,11,43,NORMAL,13114
27225,2018-11-10,Vila Mariana,-23.5895,-46.6346,25004,5,5,45,14,24,11,20,30,NORMAL,13990
27240,2018-03-11,Vila Mariana,-23.5895,-46.6346,22642,19,19,39,38,36,35,34,19,NORMAL,13751
27252,2019-04-22,Vila Mariana,-23.5895,-46.6346,23975,10,10,51,18,22,5,11,4,NORMAL,14152
27259,2019-05-12,Vila Mariana,-23.5895,-46.6346,24812,69,69,24,26,22,30,18,17,NORMAL,14172
27287,2018-09-10,Vila Mariana,-23.5895,-46.6346,23578,14,14,59,15,10,22,11,26,NORMAL,13930
27295,2019-04-16,São Judas,-23.6255,-46.6411,16391,86,86,65,42,12,11,8,35,NORMAL,13426
27299,2019-10-15,Vila Mariana,-23.5895,-46.6346,21724,52,52,18,18,35,13,5,29,REABASTECER,14325
27302,2018-11-11,Vila Mariana,-23.5895,-46.6346,21492,86,86,35,9,19,10,18,27,NORMAL,13991
27315,2019-02-04,Vila Mariana,-23.5895,-46.6346,22514,86,86,65,41,35,37,29,7,NORMAL,14074
27322,2019-03-30,Vila Mariana,-23.5895,-46.6346,21225,61,61,0,6,18,21,21,8,NORMAL,14130
27326,2019-10-05,São Judas,-23.6255,-46.6411,15717,54,54,48,28,34,40,30,33,NORMAL,13595
27327,2018-03-24,Brooklin,-23.6263,-46.6878,27724,62,62,65,23,24,43,38,16,NORMAL,14484
27328,2018-03-26,Brooklin,-23.6263,-46.6878,29225,42,42,46,16,15,42,30,11,NORMAL,14486
27330,2018-04-01,Brooklin,-23.6263,-46.6878,26344,86,86,7,43,40,30,9,31,REABASTECER,14491
27332,2018-04-08,Brooklin,-23.6263,-46.6878,26273,17,17,21,26,16,3,16,8,REABASTECER,14498
27334,2018-04-11,Brooklin,-23.6263,-46.6878,27744,73,73,65,22,43,39,7,37,NORMAL,14501
27339,2019-11-06,São Judas,-23.6255,-46.6411,16516,86,86,24,31,35,38,37,31,REABASTECER,13626
27341,2018-05-08,Brooklin,-23.6263,-46.6878,28973,86,86,61,30,17,8,13,10,REABASTECER,14528
27347,2018-06-23,Brooklin,-23.6263,-46.6878,26414,79,79,8,4,43,38,37,6,NORMAL,14573
27364,2018-09-28,Brooklin,-23.6263,-46.6878,29062,12,12,65,29,26,28,36,9,REABASTECER,14668
27371,2019-10-23,Vila Mariana,-23.5895,-46.6346,24453,54,54,32,38,43,33,13,35,REABASTECER,14333
27372,2018-04-29,Vila Mariana,-23.5895,-46.6346,21525,70,70,24,27,27,11,23,40,NORMAL,13799
27378,2018-05-16,Vila Mariana,-23.5895,-46.6346,23811,86,86,45,19,43,43,38,3,NORMAL,13816
27382,2018-12-01,Brooklin,-23.6263,-46.6878,28775,23,23,65,7,30,34,3,40,NORMAL,14731
27388,2018-01-19,Brooklin,-23.6263,-46.6878,28758,5,5,60,15,21,19,13,18,REABASTECER,14419
27390,2018-01-21,Brooklin,-23.6263,-46.6878,27234,73,73,43,14,13,12,2,6,REABASTECER,14421
27392,2019-02-23,Brooklin,-23.6263,-46.6878,28128,61,61,28,8,25,13,43,12,NORMAL,14813
27397,2018-09-20,Vila Mariana,-23.5895,-46.6346,22895,86,86,65,27,10,30,11,24,NORMAL,13940
27402,2019-04-04,Brooklin,-23.6263,-46.6878,28365,86,86,21,30,39,43,11,18,NORMAL,14854
27406,2018-05-04,Brooklin,-23.6263,-46.6878,26956,45,45,20,41,31,22,33,27,NORMAL,14524
27408,2018-11-08,Vila Mariana,-23.5895,-46.6346,24515,25,25,65,15,34,18,29,39,NORMAL,13988
27430,2019-10-26,Brooklin,-23.6263,-46.6878,26402,86,86,6,43,20,2,43,43,NORMAL,15056
27449,2019-08-17,Vila Mariana,-23.5895,-46.6346,22425,18,18,19,27,37,27,27,33,REABASTECER,14267
27465,2018-05-05,Campo Belo,-23.6188,-46.6823,26911,70,70,55,5,34,29,6,31,NORMAL,15245
27467,2018-05-08,Campo Belo,-23.6188,-46.6823,26539,36,36,31,40,23,24,38,17,NORMAL,15248
27470,2019-11-26,Vila Mariana,-23.5895,-46.6346,23779,70,70,14,15,38,21,43,39,NORMAL,14366
27478,2018-01-14,Brooklin,-23.6263,-46.6878,26329,52,52,23,31,36,31,34,38,NORMAL,14414
27489,2018-10-03,Campo Belo,-23.6188,-46.6823,23781,86,86,26,23,15,31,15,43,NORMAL,15393
27495,2018-10-21,Campo Belo,-23.6188,-46.6823,25435,86,86,25,21,26,23,30,11,NORMAL,15411
27498,2018-04-21,Brooklin,-23.6263,-46.6878,26705,79,79,56,40,43,14,7,37,NORMAL,14511
27510,2019-02-18,Campo Belo,-23.6188,-46.6823,23441,14,14,40,43,40,19,26,20,NORMAL,15528
27518,2018-03-28,Campo Belo,-23.6188,-46.6823,24523,2,2,6,43,7,16,19,43,REABASTECER,15208
27519,2018-04-05,Campo Belo,-23.6188,-46.6823,23365,21,21,11,21,24,34,40,24,NORMAL,15215
27521,2019-04-12,Campo Belo,-23.6188,-46.6823,23245,86,86,65,18,39,9,28,22,NORMAL,15582
27529,2018-05-23,Campo Belo,-23.6188,-46.6823,25729,78,78,65,40,43,21,27,43,NORMAL,15263
27538,2018-07-17,Campo Belo,-23.6188,-46.6823,24477,63,63,27,18,13,25,41,5,REABASTECER,15317
27543,2019-02-06,Brooklin,-23.6263,-46.6878,28881,54,54,7,13,14,24,35,37,NORMAL,14796
27555,2018-10-06,Campo Belo,-23.6188,-46.6823,24695,56,56,5,17,6,16,1,29,REABASTECER,15396
27556,2019-03-20,Brooklin,-23.6263,-46.6878,26357,44,44,41,5,7,37,23,34,REABASTECER,14840
27569,2019-05-18,Brooklin,-23.6263,-46.6878,26652,11,11,65,26,28,26,43,14,NORMAL,14898
27592,2018-04-06,Eucaliptos,-23.61,-46.6686,24236,29,29,20,43,5,18,40,43,REABASTECER,15936
27595,2018-04-18,Eucaliptos,-23.61,-46.6686,21871,86,86,4,5,38,25,37,37,REABASTECER,15948
27599,2019-04-29,Campo Belo,-23.6188,-46.6823,26749,86,86,22,8,21,38,2,43,REABASTECER,15599
27611,2018-07-11,Eucaliptos,-23.61,-46.6686,25216,23,23,27,10,43,19,8,21,NORMAL,16031
27619,2018-09-02,Eucaliptos,-23.61,-46.6686,23832,29,29,55,18,43,15,25,19,NORMAL,16082
27622,2018-09-20,Eucaliptos,-23.61,-46.6686,23221,16,16,56,12,11,37,38,27,NORMAL,16100
27625,2018-10-02,Eucaliptos,-23.61,-46.6686,24979,67,67,24,16,40,6,19,30,REABASTECER,16112
27634,2019-11-02,Campo Belo,-23.6188,-46.6823,26988,78,78,55,36,35,20,4,18,REABASTECER,15782
27636,2019-11-09,Campo Belo,-23.6188,-46.6823,26293,11,11,11,16,5,41,18,32,REABASTECER,15789
27644,2018-12-25,Eucaliptos,-23.61,-46.6686,23190,18,18,65,25,38,14,12,24,NORMAL,16195
27646,2018-05-26,Campo Belo,-23.6188,-46.6823,26081,52,52,44,36,34,11,10,29,NORMAL,15266
27649,2018-06-30,Campo Belo,-23.6188,-46.6823,26388,59,59,2,22,24,33,12,27,REABASTECER,15300
27651,2018-02-15,Eucaliptos,-23.61,-46.6686,24712,0,0,38,12,37,35,23,40,REABASTECER,15885
27653,2018-02-23,Eucaliptos,-23.61,-46.6686,22125,21,21,57,36,6,10,43,1,REABASTECER,15893
27686,2019-01-02,Campo Belo,-23.6188,-46.6823,24733,25,25,34,15,12,13,29,31,NORMAL,15482
27699,2019-03-18,Campo Belo,-23.6188,-46.6823,25965,63,63,29,6,4,40,36,25,REABASTECER,15558
27701,2019-11-16,Eucaliptos,-23.61,-46.6686,23231,21,21,30,17,24,26,36,34,NORMAL,16516
27711,2018-12-29,Eucaliptos,-23.61,-46.6686,21763,66,66,37,4,22,43,43,5,REABASTECER,16199
27713,2019-05-28,Campo Belo,-23.6188,-46.6823,24617,78,78,4,41,39,37,20,18,NORMAL,15628
27716,2019-06-08,Campo Belo,-23.6188,-46.6823,26382,57,57,65,20,4,10,21,27,REABASTECER,15638
27717,2019-06-18,Campo Belo,-23.6188,-46.6823,26809,49,49,65,26,2,17,28,31,NORMAL,15648
27720,2019-06-26,Campo Belo,-23.6188,-46.6823,26602,66,66,8,6,17,27,39,43,REABASTECER,15656
27732,2019-08-22,Campo Belo,-23.6188,-46.6823,23696,49,49,14,4,19,7,25,38,REABASTECER,15712
27733,2019-04-22,Eucaliptos,-23.61,-46.6686,22104,78,78,46,43,41,31,26,8,NORMAL,16312
27743,2019-05-24,Eucaliptos,-23.61,-46.6686,23580,34,34,19,23,40,21,20,17,NORMAL,16344
27754,2019-07-01,Eucaliptos,-23.61,-46.6686,23016,6,6,14,31,22,14,37,38,REABASTECER,16381
27762,2019-12-10,Campo Belo,-23.6188,-46.6823,24052,61,61,50,43,3,4,25,38,NORMAL,15820
27763,2018-08-17,Moema,-23.5489,-46.6388,20620,15,15,59,43,19,43,19,27,NORMAL,16787
27764,2019-12-22,Campo Belo,-23.6188,-46.6823,26315,22,22,44,43,43,2,15,37,REABASTECER,15832
27766,2019-12-28,Campo Belo,-23.6188,-46.6823,24067,57,57,65,22,17,32,36,20,NORMAL,15838
27784,2019-09-08,Hospital São Paulo,-23.5984,-46.6455,25675,12,12,18,7,39,4,9,2,NORMAL,16904
27785,2019-09-11,Hospital São Paulo,-23.5984,-46.6455,23934,67,67,58,41,26,33,43,35,NORMAL,16907
